date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:12:42	282944/282944	UR-M--	200	added ('Partial%20Content')	application/javascript	etag:%2245140-5846cb6c62e68%22	http://demo4.sxzywl.net/themes/haixin/public/assets/js/jquery-1.11.0.js	C:/Users/Lion/Desktop/zczl/zczl/demo4.sxzywl.net/themes/haixin/public/assets/js/jquery-1.11.0.js	(from http://demo4.sxzywl.net/portal/list/video/id/24.html?tid=3&cid=24)
14:13:18	21775/21775	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Jul%202019%2006:10:43%20GMT	http://demo4.sxzywl.net/portal/list/company/id/27.html?tid=3&cid=27&mapid=39&id=27&page=2	C:/Users/Lion/Desktop/zczl/zczl/demo4.sxzywl.net/portal/list/company/id/274a96.html	(from http://demo4.sxzywl.net/portal/list/company/id/27.html?tid=3&cid=27&mapid=39)
14:13:43	156458/156458	---M--	200	added ('OK')	image/png	etag:%222632a-5846cb5f73220%22	http://demo4.sxzywl.net/upload/portal/20180705/d0399a314b839175fd5bbac22d880f21.png	C:/Users/Lion/Desktop/zczl/zczl/demo4.sxzywl.net/upload/portal/20180705/d0399a314b839175fd5bbac22d880f21.png	(from http://demo4.sxzywl.net/portal/list/company/id/27.html?tid=3&cid=27&mapid=40)
14:13:58	253864/253864	---M--	200	added ('OK')	image/jpeg	etag:%223dfa8-5846cb61c6978%22	http://demo4.sxzywl.net/upload/portal/20180717/0e8a0a07f526518b6e8d3cc6f0487bb9.jpg	C:/Users/Lion/Desktop/zczl/zczl/demo4.sxzywl.net/upload/portal/20180717/0e8a0a07f526518b6e8d3cc6f0487bb9.jpg	(from http://demo4.sxzywl.net/portal/list/company/id/27.html?tid=3&cid=27&mapid=39)
14:14:07	475903/475903	UR-M--	200	added ('Partial%20Content')	image/png	etag:%22742ff-5846cb601ec38%22	http://demo4.sxzywl.net/upload/portal/20180709/54b02e5b1483dc28ea04ca108b62b2ef.png	C:/Users/Lion/Desktop/zczl/zczl/demo4.sxzywl.net/upload/portal/20180709/54b02e5b1483dc28ea04ca108b62b2ef.png	(from http://demo4.sxzywl.net/portal/list/article_list/id/6.html?tid=6)
14:14:10	397478/397478	UR-M--	200	added ('Partial%20Content')	image/png	etag:%22610a6-5846cb614d7f8%22	http://demo4.sxzywl.net/upload/portal/20180709/f4df86d180036fba151ef5473c5ed922.png	C:/Users/Lion/Desktop/zczl/zczl/demo4.sxzywl.net/upload/portal/20180709/f4df86d180036fba151ef5473c5ed922.png	(from http://demo4.sxzywl.net/portal/list/article_list/id/6.html?tid=6)
14:14:25	470254/470254	UR-M--	200	added ('Partial%20Content')	image/png	etag:%2272cee-5846cb60f9838%22	http://demo4.sxzywl.net/upload/portal/20180709/ca84f15a1bdb64aedb767a0a5a982cb3.png	C:/Users/Lion/Desktop/zczl/zczl/demo4.sxzywl.net/upload/portal/20180709/ca84f15a1bdb64aedb767a0a5a982cb3.png	(from http://demo4.sxzywl.net/portal/list/article_list/id/6.html?tid=6)
14:14:32	425397/425397	UR-M--	200	added ('Partial%20Content')	image/png	etag:%2267db5-5846cb613ce58%22	http://demo4.sxzywl.net/upload/portal/20180709/d9788247eda5a22a517f736082a2b817.png	C:/Users/Lion/Desktop/zczl/zczl/demo4.sxzywl.net/upload/portal/20180709/d9788247eda5a22a517f736082a2b817.png	(from http://demo4.sxzywl.net/portal/list/article_villa/id/6.html?tid=6)
14:14:32	358653/358653	UR-M--	200	added ('Partial%20Content')	image/png	etag:%22578fd-5846cb600b3b8%22	http://demo4.sxzywl.net/upload/portal/20180709/4bb0ac23eeb699fecbed92dc44298d98.png	C:/Users/Lion/Desktop/zczl/zczl/demo4.sxzywl.net/upload/portal/20180709/4bb0ac23eeb699fecbed92dc44298d98.png	(from http://demo4.sxzywl.net/portal/list/article_villa/id/6.html?tid=6)
14:14:33	361494/361494	UR-M--	200	added ('Partial%20Content')	image/png	etag:%2258416-5846cb60b0840%22	http://demo4.sxzywl.net/upload/portal/20180709/ba84571ec4fb09410d7b20e8e4e6c2f9.png	C:/Users/Lion/Desktop/zczl/zczl/demo4.sxzywl.net/upload/portal/20180709/ba84571ec4fb09410d7b20e8e4e6c2f9.png	(from http://demo4.sxzywl.net/portal/list/article_villa/id/6.html?tid=6)
14:14:36	15956/15956	---M--	200	added ('OK')	image/png	etag:%223e54-5846cb5f35da8%22	http://demo4.sxzywl.net/upload/portal/20180704/54db610ec60759171c7f0156ab619be0.png	C:/Users/Lion/Desktop/zczl/zczl/demo4.sxzywl.net/upload/portal/20180704/54db610ec60759171c7f0156ab619be0.png	(from http://demo4.sxzywl.net/portal/list/center/id/3.html?tid=8&cid=3)
14:14:36	13253/13253	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Jul%202019%2006:12:02%20GMT	http://demo4.sxzywl.net/portal/list/center?ye=1&tid=8&id=3	C:/Users/Lion/Desktop/zczl/zczl/demo4.sxzywl.net/portal/list/centerc904.html	(from http://demo4.sxzywl.net/portal/list/center/id/3.html?tid=8&cid=3)
14:14:39	15394/15394	---M--	200	added ('OK')	image/png	etag:%223c22-5846cb5f2c168%22	http://demo4.sxzywl.net/upload/portal/20180704/1390d41928be5c6ad1497e6e87071f6b.png	C:/Users/Lion/Desktop/zczl/zczl/demo4.sxzywl.net/upload/portal/20180704/1390d41928be5c6ad1497e6e87071f6b.png	(from http://demo4.sxzywl.net/portal/list/center/id/30.html?tid=8&cid=30)
14:14:39	13865/13865	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Jul%202019%2006:12:05%20GMT	http://demo4.sxzywl.net/portal/list/center?ye=1&tid=8&id=30	C:/Users/Lion/Desktop/zczl/zczl/demo4.sxzywl.net/portal/list/center6918.html	(from http://demo4.sxzywl.net/portal/list/center/id/30.html?tid=8&cid=30)
14:14:50	434143/434143	UR-M--	200	added ('Partial%20Content')	image/png	etag:%2269fdf-5846cb6093768%22	http://demo4.sxzywl.net/upload/portal/20180709/a9be64109c57219598fd4b50a881a88d.png	C:/Users/Lion/Desktop/zczl/zczl/demo4.sxzywl.net/upload/portal/20180709/a9be64109c57219598fd4b50a881a88d.png	(from http://demo4.sxzywl.net/portal/list/article_villa/id/6.html?tid=6)
14:14:55	414875/414875	UR-M--	200	added ('Partial%20Content')	image/png	etag:%226549b-5846cb60c4890%22	http://demo4.sxzywl.net/upload/portal/20180709/c347dffd758fd6f5c3667bfd39036a09.png	C:/Users/Lion/Desktop/zczl/zczl/demo4.sxzywl.net/upload/portal/20180709/c347dffd758fd6f5c3667bfd39036a09.png	(from http://demo4.sxzywl.net/portal/list/article_villa/id/6.html?tid=6)
14:14:59	370065/370065	UR-M--	200	added ('Partial%20Content')	image/png	etag:%225a591-5846cb603c0f8%22	http://demo4.sxzywl.net/upload/portal/20180709/55dccfdffb7b5499d474242742c3abc4.png	C:/Users/Lion/Desktop/zczl/zczl/demo4.sxzywl.net/upload/portal/20180709/55dccfdffb7b5499d474242742c3abc4.png	(from http://demo4.sxzywl.net/portal/list/article_building/id/6.html?tid=6)
14:15:08	402704/402704	UR-M--	200	added ('Partial%20Content')	image/jpeg	etag:%2262510-5846cb623e388%22	http://demo4.sxzywl.net/upload/portal/20180717/cc5bb53b0371d46615714de5e2b2f5b4.jpg	C:/Users/Lion/Desktop/zczl/zczl/demo4.sxzywl.net/upload/portal/20180717/cc5bb53b0371d46615714de5e2b2f5b4.jpg	(from http://demo4.sxzywl.net/portal/list/company/id/27.html?tid=3&cid=27&mapid=39)
14:15:15	377414/377414	UR-M--	200	added ('Partial%20Content')	image/jpeg	etag:%225c246-5846cb6224960%22	http://demo4.sxzywl.net/upload/portal/20180717/ac9ccf027379104e9497fe8dd30f227e.jpg	C:/Users/Lion/Desktop/zczl/zczl/demo4.sxzywl.net/upload/portal/20180717/ac9ccf027379104e9497fe8dd30f227e.jpg	(from http://demo4.sxzywl.net/portal/list/company/id/27.html?tid=3&cid=27&mapid=39)
14:15:25	845821/845821	UR-M--	200	added ('Partial%20Content')	image/jpeg	etag:%22ce7fd-5846cb6261220%22	http://demo4.sxzywl.net/upload/portal/20180717/da3586c895fbb108ca1f188291dcf5bf.jpg	C:/Users/Lion/Desktop/zczl/zczl/demo4.sxzywl.net/upload/portal/20180717/da3586c895fbb108ca1f188291dcf5bf.jpg	(from http://demo4.sxzywl.net/portal/list/company/id/27.html?tid=3&cid=27&mapid=39)
14:15:28	364975/364975	UR-M--	200	added ('Partial%20Content')	image/jpeg	etag:%22591af-5846cb620de18%22	http://demo4.sxzywl.net/upload/portal/20180717/934721dbc49c297411e37d5e41a1b0fb.jpg	C:/Users/Lion/Desktop/zczl/zczl/demo4.sxzywl.net/upload/portal/20180717/934721dbc49c297411e37d5e41a1b0fb.jpg	(from http://demo4.sxzywl.net/portal/list/company/id/27.html?tid=3&cid=27&mapid=39)
14:15:32	280358/280358	UR-M--	200	added ('Partial%20Content')	image/jpeg	etag:%2244726-5846cb61d28e0%22	http://demo4.sxzywl.net/upload/portal/20180717/15ba949a85ecc5d8bcd89d057f4131a4.jpg	C:/Users/Lion/Desktop/zczl/zczl/demo4.sxzywl.net/upload/portal/20180717/15ba949a85ecc5d8bcd89d057f4131a4.jpg	(from http://demo4.sxzywl.net/portal/list/company/id/27.html?tid=3&cid=27&mapid=39)
14:15:39	272835/272835	UR-M--	200	added ('Partial%20Content')	image/jpeg	etag:%22429c3-5846cb61f0188%22	http://demo4.sxzywl.net/upload/portal/20180717/724714367ecdc4b1504b7945b6e698ad.jpg	C:/Users/Lion/Desktop/zczl/zczl/demo4.sxzywl.net/upload/portal/20180717/724714367ecdc4b1504b7945b6e698ad.jpg	(from http://demo4.sxzywl.net/portal/list/company/id/27.html?tid=3&cid=27&mapid=39)
14:15:43	23105/23105	---M--	200	added ('OK')	image/jpeg	etag:%225a41-5846cb61a7578%22	http://demo4.sxzywl.net/upload/portal/20180712/b360933a0387e2f824e0b71bd8baecda.jpg	C:/Users/Lion/Desktop/zczl/zczl/demo4.sxzywl.net/upload/portal/20180712/b360933a0387e2f824e0b71bd8baecda.jpg	(from http://demo4.sxzywl.net/portal/list/company/id/27.html?tid=3&cid=27&mapid=39&id=27&page=2)
14:15:50	343685/343685	UR-M--	200	added ('Partial%20Content')	image/jpeg	etag:%2253e85-5846cb61fe800%22	http://demo4.sxzywl.net/upload/portal/20180717/8ebd3ff15c4bce2d41a037ae6ae7e23a.jpg	C:/Users/Lion/Desktop/zczl/zczl/demo4.sxzywl.net/upload/portal/20180717/8ebd3ff15c4bce2d41a037ae6ae7e23a.jpg	(from http://demo4.sxzywl.net/portal/list/company/id/27.html?tid=3&cid=27&mapid=39)
14:15:54	162943/162943	---M--	200	added ('OK')	image/jpeg	etag:%2227c7f-5846cb6214b78%22	http://demo4.sxzywl.net/upload/portal/20180717/a1f0964e0e2e0adde15a9722831876fb.jpg	C:/Users/Lion/Desktop/zczl/zczl/demo4.sxzywl.net/upload/portal/20180717/a1f0964e0e2e0adde15a9722831876fb.jpg	(from http://demo4.sxzywl.net/portal/list/company/id/27.html?tid=3&cid=27&mapid=39&id=27&page=2)
14:15:54	30535/30535	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Jul%202019%2006:13:20%20GMT	http://demo4.sxzywl.net/portal/list/company/id/27.html?tid=3&cid=27&mapid=39&id=27&page=1	C:/Users/Lion/Desktop/zczl/zczl/demo4.sxzywl.net/portal/list/company/id/27bc73.html	(from http://demo4.sxzywl.net/portal/list/company/id/27.html?tid=3&cid=27&mapid=39&id=27&page=2)
14:16:04	102031/102031	---M--	200	added ('OK')	image/png	etag:%2218e8f-5846cb5f647c0%22	http://demo4.sxzywl.net/upload/portal/20180705/a05568e38f018e42d1688eb793f2aa5e.png	C:/Users/Lion/Desktop/zczl/zczl/demo4.sxzywl.net/upload/portal/20180705/a05568e38f018e42d1688eb793f2aa5e.png	(from http://demo4.sxzywl.net/portal/list/company/id/27.html?tid=3&cid=27&mapid=39&id=27&page=2)
14:16:07	187126/187126	---M--	200	added ('OK')	image/png	etag:%222daf6-5846cb5f6c8a8%22	http://demo4.sxzywl.net/upload/portal/20180705/b4c8390ea0f644ba1f7e466dd39d5158.png	C:/Users/Lion/Desktop/zczl/zczl/demo4.sxzywl.net/upload/portal/20180705/b4c8390ea0f644ba1f7e466dd39d5158.png	(from http://demo4.sxzywl.net/portal/list/company/id/27.html?tid=3&cid=27&mapid=39&id=27&page=2)
14:16:12	373673/373673	UR-M--	200	added ('Partial%20Content')	image/jpeg	etag:%225b3a9-5846cb619cd80%22	http://demo4.sxzywl.net/upload/portal/20180712/263586c6bbbd38dd1079e041995226b0.jpg	C:/Users/Lion/Desktop/zczl/zczl/demo4.sxzywl.net/upload/portal/20180712/263586c6bbbd38dd1079e041995226b0.jpg	(from http://demo4.sxzywl.net/portal/list/company/id/27.html?tid=3&cid=27&mapid=39&id=27&page=2)
